,id,screen_name,location,created_at,text,retweet_count,followers_count,language,friends_count,verified,title,category,content,date
11,11,hirunews,Colombo,2023-06-23 13:01:21+00:00,අම්මාවරු නැති දරුවන්ගේ සංකා දුක් කව්දෝ දන්නේ ඒ දුක දන්නා අම්මාවරුමයි සංසාරේ මතු බුදුවන්නේ මව නැති මල් කැකුළට අමානුෂික ලෙස වද දුන් සිතක් නැති සුළුමව,0,178509,si,73,FALSE,සිව් හැවිරිදි දියණියට අමානුෂික ලෙස හිංසා කළ සුළුමව අත්අඩංගුවට,criminal,සිව් හැවිරිදි කුඩා දැරියක කටට දුම්කොළයක් ඔබා මූණ වතුර බාල්දි ද ඔබා වේ වැලකි පහරදී කෲරත්වය පත් කළ බව කියන පියාගේ දෙවැනි බිරිඳ අත්අඩංගුව ගත් බව අඟුරුවාතොට පොලිසිය පවසනවාසැකකාරිය විසින් දැරියගේ කටට දුම්කොළය එබිම හේතුවෙ දැරිය පොලිස් භාරය ගන්නා අවස්ථාවේදී කතා කිරීමට පවා අපහස තත්ත්වයෙන් මත් ගතිය සිටි බව පොලිසිය සඳහන් කරන්නේදැරිය මේ වන විට කිරිඅම්මා භාරයේ හොරණ මූලික රෝහල වෙත ප්රතිකාර සඳහා යොමු කර ඇති අතර දැරියට පහර දීමට යොදා ගත් වේ වලද පොලිස් බාරයට ගෙන ඇති බව වාර්තා වෙන්නේසැකකාරිය පහර දුන් බව කියන සලකුණ කිහිපයක් වම් අතේ බැලූ බැල්ම දක්නට ලැබෙන අතර දැරිය කියන දේ අහන්න නැහැ හිතුවක්කාරයි ඒ නිසා පහර දුන් බව සැකකාරි පොලිස් නිලධාරීන සිදුකළ ප්රශ්න කිරීම් හමුවේ පවසා ඇති බව සඳහන්දැරියගේ මව වෙනත් පුරුෂයෙක් සමග දැරිය හා පියා තනිකර මීට වසරක පමණ පිටවී යාමෙන් අනතුරුව දැරියගේ පියා විසින් දැරියත් රැගෙන සැකකාරි නිවසේ පදිංචිය පැමිණ ඇති බව පොලිස් විමර්ශනවලදී අනාවරණ වී තිබෙනව,"Friday, 23 June 2023 - 17:34"
12,12,hirunews,Colombo,2023-06-23 12:40:38+00:00,ජනාධිපති රනිල් එම්මානුවෙල් මැක්‍රෝන් හමුවෙයි වැඩි විස්තර,1,178509,si,73,FALSE,ජනාධිපති රනිල් එම්මානුවෙල් මැක්‍රෝන් හමුවෙයි (වීඩියෝ),politics,ජනාධිපති රනිල් වික්රමසිංහ මහතා සහ ප්රංශ ජනාධිපති එම්මානුවෙල් මැක්රෝන් මහතා අතර හමුවක් අද පස්වරුවේ සිදු වුනා නව ගෝලීය මූල්ය ගිවිසුමක් සඳහා වන සමුළුවේ දෙවන දින රාජ්ය නායක සැසි අතරතුර මෙම හමුව සිදුවූ අතර රාජ්ය නායක දෙපළ සුහද කථා බහක නිරත වුනා ප්රංශ ජනාධිපති එම්මානුවෙල් මැක්රෝන් මහතාගේ ආරාධනය පරිදි ජනාධිපති රනිල් වික්රමසිංහ මහතා මෙම සමුළුවට එක්ව සිටියා,"Friday, 23 June 2023 - 17:57"
13,13,hirunews,Colombo,2023-06-23 10:59:08+00:00,සිංහ ගර්ජනා මැද මුව පොව්වන් සේ කරබාගෙන කරළියෙන් බැස ගිය අරාබි ගවයා,0,178509,si,73,FALSE,ශ්‍රී ලංකාවට පහසු ජයක්,sports,ලෝක කුසලා ක්රිකට් තරගාවලියේ සුදුසුකම් ලබා ගැනීමේ තරඟාවලියේ ශ්රී ලංකා හා ඕමාන අතර තරඟ ශ්රී ලංකා පහස ජග්රහණයක් ලබා ගත්තා තරඟ කාසියේ වාසිය දිනාගත් ශ්රී ලංකා කණ්ඩාය පළමුවෙන් පන්දුවට පහරදීමට ඕමාන කණ්ඩායමට ආරාධනා කළ අතර ඔවුන් පන්දුවාර ක් අවසානය සියලු දෙනා දැවී ලබා ගැනීමට හැකියා ලැබුණේ ලකුණු ක් පමණයිපන්දු යැවීමේදී ශ්රී ලංකා කණ්ඩාය වෙනුවෙන් වනිඳු හසරංග කඩුලු ක් ළහිරු කුමාර කඩුලු ක් හා කසුන් රාජිත එක් කඩුල්ලක බිඳ හෙළීම සමත් වුණාඒ අනුව ශ්රී ලංකා කණ්ඩායමට හිමිවූ ඉලක්කය ලකුණු ක්පිළිතුරු ඉනිම ආරම්භ කල ශ්රී ලංකා කණ්ඩාය කිසිදු කඩුල්ලක නොදැවී පන්දුවාර ක් අවසානය සිය ජයග්රාහී ඉලක්කය සපුරා ගත්තාදිමුත් කරුණාරත්න පන්දු ක් තුල ලකුණු ක් ලබාගත්තා,"Friday, 23 June 2023 - 16:26"
14,14,hirunews,Colombo,2023-06-23 10:16:07+00:00,රන් මිල තවත් පහළට වැඩි විස්තර,1,178509,si,73,FALSE,රන් මිල පහළට,state,ඊයේ දිනට සාපේක්ෂ අද දිනයේ රන් මිල පහළ ගොස් තිබෙනවාඒ අනුව අද දින රන් මිල මෙන්නරන් අවුන්ස කැරට් ග්රෑම් කැරට් ග්රෑම් පවුම් කැරට් ග්රෑම් කැරට් ග්රෑම් පවුම් කැරට් ග්රෑම් කැරට් ග්රෑම් පවුම්,"Friday, 23 June 2023 - 15:38"
15,15,hirunews,Colombo,2023-06-23 09:48:45+00:00,උඩරට දුම්රිය මාර්ගයේ ධාවන කටයුතු යථා තත්ත්වයට,0,178509,si,73,FALSE,උඩරට දුම්රිය මාර්ගයේ ධාවන කටයුතු යථා තත්ත්වයට,state,උඩරට දුම්රිය මාර්ගයේ ධාවන කටයුතු මේ වනවිට යථා තත්ත්වය පත් කර තිබෙනව මහනුවර සිට බදුල්ල බලා ධාවනය වෙමින් තිබූ දුම්රියක් තලවකැලේ සහ වටගොඩ දුම්රිය ස්ථාන අතර පීලිපැන ලක්වීමෙන් උඩරට මාර්ගයේ දුම්රිය ධාවනයට අද උදෑසන සිට බාධා එල්ල වී තිබුණා කෙසේ වෙතත් මේ වනවිට එය යථා තත්ත්වය පත් කර ඇති බව නානුඔය දුම්රිය ස්ථානය සඳහන් කළේ,"Friday, 23 June 2023 - 14:43"
16,16,hirunews,Colombo,2023-06-23 09:32:50+00:00,ක්‍රිකට් ක්‍රීඩකයෙකුට ජාත්‍යන්තර තහනමක්,0,178509,si,73,FALSE,අමෙරිකානු ක්‍රිකට් ක්‍රීඩකයෙකුට ජාත්‍යන්තර තහනමක්,sports,පන්දු යැවීමේ ඉරියව් නීතිවිරෝධී බවට සැකපිට අමෙරිකානු ක්රිකට් ක්රීඩක කයිල් පිලිප්ට ජාත්යන්තර තරඟ පන්දු යැවීම අන්තර්ජාතික ක්රිකට් කවුන්සිල විසින් තාවකාලික අත්හිටුවා තිබෙනවාඒ මේ දිනවල පැවැත්වෙන එක්දින ලෝක කුසලා ක්රිකට් තරගාවලියේ සුදුසුකම් ලබා ගැනීමේ තරග අතරතුරයි එම තරගාවලියේ බටහිර ඉන්දියාව කොදෙව් කණ්ඩායමට එරෙහි පැවති තරගයේදි කයිල් පිලිප් කඩුලු ක් දවා ගත්තා හැවිරිදි මොහු ඇමෙරිකා වෙනුවෙන් එක්දින තරග කට ක්රීඩා කර කඩුලු ක් දවාගෙන තිබෙනව,"Friday, 23 June 2023 - 13:58"
17,17,hirunews,Colombo,2023-06-23 08:57:39+00:00,සංක්‍රමණික යාත්‍රාවක් සාගරයේ ගිලී දෙනෙකු මරුට,0,178509,si,73,FALSE,අත්ලාන්තික් සාගරයේ සංක්‍රමණික යාත්‍රාවක් ගිලී 30 දෙනෙකු මරුට,state,ස්පාඤ්ඤ අයත් කැනරි දූපත්වලට ඔබ්බෙන් වූ අත්ලාන්තික සාගරයේ දී යාත්රා අනතුරට ලක්වීමෙන් සංක්රමණිකයින් දෙනෙකුට වැඩි පිරිසක් මියගොස් තිබෙනව ළදරු කාන්තාවන් ඇතුලු කට අධික පිරිසක් මෙම යාත්රාවේ සිට ඇති බවටයි විදෙස් වාර්තා සඳහන් කළේ මීට දින කිහිපයක පෙර ග්රීසිය ආසන්නයේ දී ඉතාලි බලා ගමන් කළ සංක්රමණික යාත්රා අනතුරට පත්වූ අතර එහිදී කට අධික පිරිසක් මියගියා ඒ අතර පාකිස්ථා ජාතිකයන් කට අධික පිරිසක් සිට ඇති බවටයි නවතම විදෙස් වාර්තාව දැක්වෙන්නේ,"Friday, 23 June 2023 - 14:05"
18,18,hirunews,Colombo,2023-06-23 08:51:43+00:00,ටයිටන් සොයන්න වැය වූ වියදම ගැන අනාවරණයක්,0,178509,si,73,FALSE,ටයිටන් සොයන්න ඩොලර් මිලියන 6.5ක් වැය වෙයි,state,අත්ලාන්තික සාගරයේ පත්ල ඇති ටයිටැනික් නෞකාව නැරඹීම ගොස් අතුරුදන්වූ ටයිටන් සබ්මැරිනය සොයා සිදුකළ මෙහෙයුම් සඳහා ඩොලර මිලියන ක් වැයවී ඇති බවට අනාවරණ වී තිබෙනවාඑමෙන්ම ඕෂන්ගේට් සබ්මැරිනය නිපදවීම සඳහා එක්ව සිට එම සමාගමේ සේවයෙන් පහ කළ පුද්ගලයෙකු සහ බොහෝ පාර්ශව එම සබ්මැරීන අනාරක්ෂිත බවට ප්රකාශ කර ඇති බව විදෙස් වාර්තා කර තිබුණේඅත්ලාන්තික් සාගර පත්ල ඇති ටයිටැනික් නෞකාව නැරඹීම ගොස් අතුරුදන් වූ ටයිටන් සබ්මැරීන පුපුරා ගොස් ඇති බවට ඇමරිකා වෙරළාරක්ෂක බලකාය විසින් තහවුරු කළ අතර ඒ අනුව මෙහෙයුම් ද නතර කර දැමුණාසබ්මැරීනයේ සිටි පස්දෙනාම මියයන්න ඇති බවටයි වෙරළාරක්ෂක නිලධාරින් තහවුරු කරනු ලැබුවේඅනතුරෙන් මියගිය පුද්ගලයින් ඥාතීන් ශෝක ප්රකාශ කර ඇති අතර ලොව පුරා බොහෝ පිරිස් මෙම සිද්ධිය සම්බන්ධ දැඩි කනස්සල්ල පළ කර තිබෙනව,"Friday, 23 June 2023 - 13:52"
19,19,hirunews,Colombo,2023-06-23 07:12:21+00:00,ලොව ජීවත්වීමට සුදුසුම නගරය මෙන්න,1,178509,si,73,FALSE,වියානා නුවර ලොව ජීවත්වීමට සුදුසු නගරය බවට පත්වෙයි,state,ලොව ජීවත්වී වඩාත් සුදුසු නගරය ලෙස ඔස්ට්රියාවේ වියානා නුවර නම් කර තිබෙනව ඒ ලොව නගර ක් සම්බන්ධ අවධානය යොමු කර ඉකොනෙමිස්ට් සඟරා විසින් ප්රකාශයට පත් කරන ලද අලුත්ම වාර්තාව අනුවයි සෞඛ්යය අධ්යාපනය ස්ථායිතාවය යටිතල පහසුකම් සහ පරිසරය යන කරුණු මෙම වාර්තාව සකස් කිරීමට පදනම් කරගෙන ඇති බව සඳහන් වසර පහක් තුළ වියානා නුවර එම ලැයිස්තුවේ ප්රථම ස්ථානයට පත්වූ තුන්වන අවස්ථාව මෙය දෙවන ස්ථානයට ඩෙන්මාර්ක කොපන්හේන් නගරය තුන්වන ස්ථානයට ඕස්ට්රේලියාවේ මෙල්බර්න් නගරයත් නම් කර තිබෙනව ප්රථම ස්ථානයේ පසුවන නගර දහය අතරට නම් කර ඇති අනෙකු නගර වන්නේ සිඩ්නි කැනඩාවේ වන්කුවර් ස්විට්සර්ලන්ත සූරිච් කැනඩාවේ කැල්ගරි ජිනීවා ටොරොන්ටෝ ඔසාකා සහ ඕක්ලන්ඩ් නගරයි,"Friday, 23 June 2023 - 9:40"
20,20,hirunews,Colombo,2023-06-23 05:43:50+00:00,ශ්‍රී ලංකා - ඕමාන තරගය අද,0,178509,si,73,FALSE,ලෝක කුසලානයට සුදුසුකම් ලැබීමේ ශ්‍රී ලංකා - ඕමාන තරගය අද,sports,එක්දින ලෝක කුසලා ක්රිකට් තරගාවලියට සුදුසුකම් ලැබීමේ වටයේ ශ්රී ලංකා සහභාගී වන තවත් තරගයක් අද පැවැත්වෙනව ඒ ඕමාන කණ්ඩායමට එරෙහිවයි ඊට අමතර ස්කොට්ලන්ත සහ එක්සත අරාබි එමීර් රාජ්යය අතර තරගයද අද පැවැත්වෙනවාශ්රී ලංකා ක්රිකට් කණ්ඩායමක් මීට පෙර ලෝක කුසලා සුදුසුකම් ලැබීමේ තරඟාවලියක සහභාගී වී ඇත්තේ වසරේ වන අතර ඒ ආධුනික ටෙස්ට් කණ්ඩායමක් ලෙසයි එම තරගාවලියේ දී ශ්රී ලංකා ක්රිකට් කණ්ඩායමේ නායකත්ව දැරූ මෙරට පළමු ලෝක කුසලා නායකයා ලෙස සැළකෙන අනුර තෙන්නකෝන් හිරු ප්රවෘත්ති අංශය සමග පැවති සාකච්ඡාවකදී වසර කට පෙර එම මතක අවදි කළාමේ අතර එක්දින ලෝක කුසලානයට සුදුසුකම් ලැබීමේ තවත් තරග දෙකක් ඊයේ පැවැත්වුණ නේපාල එරෙහි පැවති තරඟ ලකුණු කින් ජයගනු ලැබුවේ බටහිර ඉන්දියාව කොදෙව් කණ්ඩායමයිකොදෙව් කණ්ඩාය නියමිත පන්දුවාර අවසානය කඩුළු ක් දැවී ලකුණු ක් රැස් කළ අතර පිලිතුර ඉනිම ක්රිඩා කළ නේපාල කණ්ඩායමේ සියලු කඩුලු ලකුණු කට දැවී ගියාඑමෙන්ම ඇමෙරිකා එරෙහි පැවති අනෙක පුහුණු තරඟ ජයගනු ලැබුවේ නෙදර්ලන්තයයි ඒ කඩුලු පහකින් තරඟ පළමුව පන්දුවට පහරදුන් ඇමරිකා කණ්ඩාය නියමිත පන්දු වාර අවසානය දී කඩුලු අටක් දැවී ලකුණු ක් රැස් කළාපිලිතුරු ඉනිම ක්රීඩා කළ නෙදර්ලන්ත ක්රීඩකයි ජයග්රාහී සීම පසුකර ගියේ කඩුලු ක් පමණක දැවී තිබියදි,"Friday, 23 June 2023 - 9:02"
21,21,hirunews,Colombo,2023-06-23 05:34:18+00:00,උඩරට මාර්ගයේ දුම්රිය ධාවනයට බාධා,0,178509,si,73,FALSE,උඩරට දුම්රිය මාර්ගයේ දුම්රිය ධාවනයට බාධා,state,තලවකැලේ සහ වටගොඩ දුම්රිය ස්ථාන අතර දුම්රියක් පීලිපැන ලක්වීමෙන් උඩරට මාර්ගයේ දුම්රිය ධාවනයට බාධා එල්ලවී තිබෙනව දුම්රිය නියෝජ්ය ගමනාගමන අධිකාරී එන්ජේ ඉඳිපොලගේ කියා සිටියේ මහනුවර සිට බදුල්ල බලා ධාවනය වෙමින් තිබූ දුම්රියක් මෙලෙස අද උදෑසන පීලිපැන ලක්ව ඇති බව,"Friday, 23 June 2023 - 9:33"
22,22,hirunews,Colombo,2023-06-23 05:10:23+00:00,30 වන සිකුරාදාත් විශේෂ බැංකු නිවාඩුවක්,0,178509,si,73,FALSE,30 වන සිකුරාදාත් විශේෂ බැංකු නිවාඩුවක්,state,මේ මස වැනිදා විශේෂ බැංකු නිවාඩු දිනයක් ලෙස ප්රකාශයට පත් කර තිබෙනව රාජ්ය පරිපාලන ස්වදේශ කටයුතු පළාත් සභා හා පළාත් පාලන අමාත්ය අග්රාමාත් දිනේෂ ගුණවර්ධන විසින් ඊට අදාළ ගැසට් නිවේදන ඊයේ නිකුත් කරනු ලැබුවා හජ් උත්සවය නිමිත්තෙන් මේ මස වැනිදා ද විශේෂ බැංකු නිවාඩු ප්රකාශයට පත් කර තිබෙනව,"Friday, 23 June 2023 - 10:23"
23,23,hirunews,Colombo,2023-06-23 04:50:46+00:00,ඩයනා අධිකරණයට අපහාස කළ බවට අධිකරණයෙන්ම පැමිණිල්ලක්,1,178509,si,73,FALSE,රාජ්‍ය අමාත්‍ය ඩයනාට එරෙහිව නඩු?,politics,අධිකරණයට අපහාස කිරීම සම්බන්ධ රාජ්ය අමාත්ය ඩයනා ගමගේ එරෙහි නඩුවක් ගොනු කරන්නැයි කොළඹ ප්රධාන මහේස්ත්රාත් ඊයේ අභියාචනාධිකරණයෙන් ඉල්ලිම කර තිබෙනවාඒ අධිකරණයේ ඇයට එරෙහි විභාග වෙමින් පවතින තවම තීන්දුව දී නොමැති නඩුවක් සම්බන්ධ පෞද්ගලික විද්යුත් වැඩසටහනක දී සිදු කළ ප්රකාශයක් සම්බන්ධ බව වාර්තා වන්නේකෙසේ වෙතත් ඇය එම මාධ්යට ප්රකාශ කර ඇත්තේ තමාට එරෙහි නඩුවක තීන්දුව එය ප්රකාශ කිරීමට පෙර පැමිණිලිකර මුදල්වල ගෙන ඇති බවයිඒ අනුව අධිකරණයට අපහාස සිදුව ඇති බැවින් රාජ්ය අමාත්ය ඩයනා ගමගේ එරෙහි නඩුවක් ගොනු කරන ලෙසයි මහේස්ත්රාත්වරයා අධිකරණයෙන් ඉල්ලා සිටියේ,"Friday, 23 June 2023 - 7:51"
